#SampleID,mean,std
g__Piscirickettsia,1.836565e-06,0.00024712473
g__Pisidium,3.6716347e-07,3.574728e-05
g__Pisione,2.1015408e-08,5.3886165e-06
g__Piskurozyma,5.40437e-08,1.3022261e-05
g__Pisolithus,5.810209e-09,1.8245534e-06
g__Pista,2.8918782e-07,6.179461e-05
g__Pistia,2.8970324e-09,1.0594637e-06
g__Pistocythereis,1.2506221e-07,2.2985003e-05
g__Pithites,0.00012546647,0.0020549882
g__Pithya,1.14019825e-08,2.3402745e-06
g__Pityopus,6.48274e-08,1.3945898e-05
g__Placidia,4.57959e-07,4.4761317e-05
g__Placidium,3.3065124e-08,1.3139199e-05
g__Placocista,3.593864e-07,3.895083e-05
g__Placoneis,1.9306976e-08,3.5972682e-06
g__Placopsis,6.63682e-10,3.405549e-07
g__Placorhynchus,2.3718596e-06,0.00023536959
g__Placuna,3.4946904e-06,0.0004486987
g__Placus,1.2991977e-06,0.0001008618
g__Placusa,4.3769968e-10,2.2459668e-07
g__Plagiascoma,3.2811904e-09,7.9277225e-07
g__Plagiocampa,1.3030734e-07,2.453136e-05
g__Plagiodinium,8.8936396e-08,3.9862687e-05
g__Plagioecia,2.7332645e-09,1.0013846e-06
g__Plagiogramma,1.6026094e-07,2.3903012e-05
g__Plagiogrammopsis,2.4016517e-08,4.167102e-06
g__Plagiopogon,1.7588069e-07,1.6194492e-05
g__Plagiopteron,1.5824668e-07,8.1201055e-05
g__Plagiopyla,9.7331444e-08,1.626857e-05
g__Plagiopyliella,4.904339e-10,2.5165616e-07
g__Plagiorhynchus,2.2648747e-08,5.7208117e-06
g__Plagioselmis,7.424453e-07,6.673267e-05
g__Plagiostoma,7.992198e-09,2.1373207e-06
g__Plagiostomum,1.3621632e-06,0.00018410792
g__Plagiostriata,1.2366278e-06,7.855736e-05
g__Plagiotoma,3.1495524e-06,0.00037220184
g__Plakina,1.628658e-07,2.9705287e-05
g__Plakortis,1.6949718e-07,3.2231404e-05
g__Planaxis,3.423078e-06,0.00037561826
g__Planctomicrobium,0.0001629619,0.003793346
g__Planctomyces,6.8335394e-05,0.0024801088
g__Planctonema,8.2055486e-08,1.2414047e-05
g__Planctopirus,7.798032e-05,0.00089219544
g__Planifilum,3.4292196e-05,0.0030173466
g__Planktolyngbya,1.0743246e-08,3.2709281e-06
g__Planktomarina,0.0019565588,0.019432679
g__Planktosalinus,6.7294773e-06,0.0005318254
g__Planktotalea,1.8694109e-05,0.0005747664
g__Planktothricoides,4.6481324e-07,0.00011937361
g__Planktothrix,0.00022181861,0.009815523
g__Planococcus,9.83407e-05,0.0035034127
g__Planomicrobium,1.3810192e-05,0.0017581413
g__Planomonas,7.9606485e-05,0.0050009354
g__Planoperculina,4.7506665e-10,2.4377076e-07
g__Planophila,1.8683016e-07,3.0214427e-05
g__Planoprotostelium,2.816706e-07,0.00010923146
g__Planorbarius,4.284105e-08,1.5407364e-05
g__Planosporangium,4.9353293e-08,8.943032e-06
g__Planotetraspora,7.1428923e-07,3.8415426e-05
g__Planothidium,4.098392e-06,0.0005742189
g__Plantactinospora,2.2557092e-06,9.446112e-05
g__Plantago,7.1794335e-09,3.68398e-06
g__Plantibacter,2.485893e-07,2.6382533e-05
g__Plasmodiophora,6.065115e-08,1.9483012e-05
g__Plasmodium,1.1608882e-06,9.726218e-05
g__Plasmopara,2.0043522e-05,0.00067925686
g__Plasticicumulans,1.0411348e-05,0.00050776545
g__Plastorhodobacter,1.3361581e-08,3.1922903e-06
g__Platyamoeba,2.5256997e-05,0.0015070767
g__Platychila,4.6156884e-10,2.3684464e-07
g__Platychrysis,1.5782632e-07,1.3009708e-05
g__Platydasys,2.470991e-06,0.00058291655
g__Platydemus,1.6226019e-09,6.549416e-07
g__Platygloea,1.2039564e-08,2.6802468e-06
g__Platynematum,1.717351e-08,3.3693534e-06
g__Platynothrus,1.2395963e-06,0.00024216512
g__Platyophrya,2.3067147e-05,0.00068516406
g__Platyophryides,1.6819934e-08,8.227949e-06
g__Platyreta,1.8756054e-05,0.0006633379
g__Platysulcus,4.4615052e-07,0.00012436259
g__Platytrachelon,2.1041109e-09,1.0796816e-06
g__Platytrombidium,1.0249068e-09,3.7557422e-07
g__Plecoglossus,5.2480215e-07,9.787762e-05
g__Plecoptera,1.6512698e-07,8.473154e-05
g__Plectania,8.080681e-10,4.1464367e-07
g__Plectolyngbya,2.205275e-07,5.8835067e-05
g__Plectonema,2.9594565e-08,5.0029917e-06
g__Plectosphaerella,4.8204283e-06,0.00029386464
g__Plectus,7.8796484e-07,0.00011071855
g__Pleionea,8.9298e-08,1.068013e-05
g__Pleochaeta,1.2972494e-08,6.4356936e-06
g__Pleomorphochaeta,1.9352995e-06,0.00035677032
g__Pleomorphomonas,1.8441186e-06,0.00015458878
g__Pleonosporium,1.9671939e-08,7.642355e-06
g__Pleospora,1.3246716e-06,0.00045149025
g__Plerurus,3.647942e-08,9.703581e-06
g__Plesiocystis,7.416265e-07,0.00017969227
g__Plesiomonas,1.27703925e-05,0.0006310865
g__Pleurasiga,3.429293e-05,0.0008229426
g__Pleurobrachia,1.5659792e-06,0.00023873385
g__Pleurobranchaea,4.761159e-09,1.8597785e-06
g__Pleurocapsa,1.546198e-05,0.00069881586
g__Pleurochloridella,2.0429909e-09,1.0483192e-06
g__Pleurochloris,4.144323e-09,1.2594295e-06
g__Pleurochrysis,1.224261e-08,5.0669414e-06
g__Pleurodasys,6.3676486e-10,3.267429e-07
g__Pleuromamma,1.765156e-05,0.0020429855
g__Pleuroncodes,1.3497511e-07,4.9696515e-05
g__Pleuronema,3.087839e-05,0.00279721
g__Pleurosigma,0.00012996199,0.0054625086
g__Pleurosira,7.9113596e-07,0.00016143938
g__Pleurostoma,4.5215276e-09,1.6406115e-06
g__Pleurotaenium,1.6925727e-08,5.101436e-06
g__Pleurotheciella,2.191398e-07,3.913423e-05
g__Pleurothecium,6.8128267e-09,1.7065328e-06
g__Pleurotricha,2.2513303e-08,3.747693e-06
g__Pleurotus,2.6972825e-07,0.000121944315
g__Pleuroxus,2.136496e-07,0.00010827664
g__Plicastoma,8.1225767e-07,0.00019771239
g__Plicatula,6.355676e-08,1.1849633e-05
g__Pliciloricus,5.730901e-07,6.833449e-05
g__Plocamium,1.1589908e-07,2.9224044e-05
g__Plumatella,4.0146016e-08,7.446703e-06
g__Plumularia,5.584223e-06,0.00072320213
g__Pluralibacter,1.3807602e-06,0.00016615301
g__Pluteus,3.6083428e-08,4.512835e-06
g__Pneophyllum,1.4425041e-07,4.0164028e-05
g__Pneumocystis,1.6386751e-07,4.3501463e-05
g__Pochonia,1.0529304e-09,5.402898e-07
g__Pocillopora,2.8077577e-07,5.54742e-05
g__Podiceps,4.249659e-10,2.1806258e-07
g__Podocarpus,5.197968e-09,2.1037445e-06
g__Podocystis,6.829257e-08,1.0159242e-05
g__Pododesmus,2.02793e-09,7.366657e-07
g__Podophrya,8.412377e-09,2.494874e-06
g__Podoscypha,2.8696295e-08,5.6851773e-06
g__Podosira,4.171662e-09,1.6534369e-06
g__Podospora,3.6788148e-07,8.528869e-05
g__Poecilochaetus,8.051092e-06,0.0010876318
g__Poeobius,2.106623e-08,6.7227834e-06
g__Pogaina,4.837662e-06,0.0007153745
g__Pogonatum,9.864728e-09,5.0618837e-06
g__Pogonognathellus,7.6279916e-10,3.9141483e-07
g__Pohlia,5.5445238e-08,2.2255286e-05
g__Poikilolaimus,1.0549444e-06,0.0002831765
g__Poitrasia,1.1015235e-09,4.1119196e-07
g__Polarella,1.9546699e-06,0.00032238185
g__Polaribacter,0.0005256654,0.009388444
g__Polaromonas,0.0001222073,0.0033675353
g__Policordia,1.7342101e-08,8.898745e-06
g__Polistes,3.2028048e-08,1.4573457e-05
g__Polyangium,5.6268575e-05,0.00073605136
g__Polyascus,4.932364e-09,2.5309419e-06
g__Polybrachia,7.2793584e-09,2.6494508e-06
g__Polycanthus,3.4590273e-06,0.0004768855
g__Polycarpa,5.6966505e-06,0.00043090744
g__Polycelis,1.8714418e-05,0.0016602696
g__Polycephalomyces,6.576166e-07,0.00010686004
g__Polycheira,4.678991e-09,1.1882382e-06
g__Polychytrium,5.3778447e-08,8.819015e-06
g__Polycirrus,3.3141469e-06,0.0007522211
g__Polycladomyces,1.4789409e-09,7.5888835e-07
g__Polycope,1.9896514e-07,4.199533e-05
g__Polycopetta,1.6963342e-06,0.00040491388
g__Polycopiella,4.447628e-09,1.1656232e-06
g__Polycyclovorans,0.00018979397,0.003589996
g__Polycystis,9.709942e-09,2.296037e-06
g__Polydesmus,6.6535315e-09,2.1444282e-06
g__Polydora,3.0931365e-06,0.00047810914
g__Polyedriopsis,1.0182541e-08,3.2664323e-06
g__Polygonibacillus,6.5301725e-07,7.858923e-05
g__Polygordius,1.7087589e-06,0.00014595504
g__Polykrikos,1.6079762e-06,0.00014577099
g__Polylabris,9.286133e-09,2.620775e-06
g__Polymerurus,5.771915e-10,2.9617405e-07
g__Polymorphobacter,8.087124e-05,0.0018499559
g__Polymorphum,6.66439e-08,9.315319e-06
g__Polymyxa,1.1161826e-05,0.00060232985
g__Polynucleobacter,0.005210272,0.0450124
g__Polyoeca,1.9348553e-08,7.081163e-06
g__Polyophthalmus,4.535217e-10,2.3271541e-07
g__Polyphemus,3.359505e-09,1.7238615e-06
g__Polyphysia,4.2900616e-08,2.0518994e-05
g__Polyplastron,1.4589462e-07,3.9791445e-05
g__Polypodium,2.1120985e-09,8.65169e-07
g__Polypodochrysis,7.180182e-08,1.1393213e-05
g__Polysiphonia,0.00012200473,0.0061763767
g__Polysphondylium,7.2398507e-07,0.00020739478
g__Polystrata,3.7489794e-08,1.0222437e-05
g__Polystyliphora,1.6883406e-06,0.0004345005
g__Polytoma,3.451868e-09,8.6568036e-07
g__Polytomella,9.791493e-07,0.0001779543
g__Polytrichastrum,2.004374e-09,7.294857e-07
g__Pomacea,7.5524883e-07,0.00010591047
g__Pomatoceros,1.1262977e-06,0.00021160003
g__Pomatogebia,2.0659645e-07,7.274688e-05
g__Pomphorhynchus,2.9634267e-08,9.311265e-06
g__Pontederia,1.7439127e-08,5.5995433e-06
g__Pontella,1.6167505e-07,2.4861309e-05
g__Pontellina,4.3901034e-07,3.703495e-05
g__Pontibaca,1.8366244e-08,2.0514024e-06
g__Pontibacillus,9.364553e-07,9.254394e-05
g__Pontibacter,0.00019378297,0.0032825174
g__Ponticaulis,3.6175e-05,0.0010198404
g__Ponticoccus,3.407489e-07,2.2179656e-05
g__Pontivivens,6.7048086e-07,3.8617312e-05
g__Pontocypris,2.6139435e-06,0.00049872586
g__Pontocythere,4.8701874e-09,2.0666982e-06
g__Pontodrilus,6.226099e-08,3.1947955e-05
g__Pontoeciella,1.3339239e-07,2.1623862e-05
g__Pontogeneia,2.5878752e-09,1.0459271e-06
g__Pontonema,2.8130196e-05,0.0025315376
g__Populus,1.8328177e-06,0.00027221636
g__Porcellidium,9.515256e-08,1.2832471e-05
g__Porifericola,3.0718104e-07,2.5899591e-05
g__Porites,5.5926057e-07,6.599522e-05
g__Porodisculus,3.883354e-09,1.992664e-06
g__Porosira,3.3414122e-05,0.0020339808
g__Porospathis,6.873413e-08,8.45811e-06
g__Porphyra,3.9451943e-06,0.0004734215
g__Porphyridium,2.9822866e-07,4.5725086e-05
g__Porphyrobacter,5.2760124e-06,0.00037689146
g__Porphyromonas,0.004824948,0.023311932
g__Porpita,4.058387e-07,0.000121328674
g__Porpostoma,1.3071416e-06,0.00014061053
g__Porricondyla,8.360859e-10,4.2902045e-07
g__Porterinema,3.089603e-09,8.7609817e-07
g__Portibacter,0.00029617944,0.0026870493
g__Porticoccus,0.00030770872,0.004826993
g__Portieria,6.394488e-09,1.2886007e-06
g__Poseidonemertes,5.8326467e-08,1.07909555e-05
g__Poseidonocella,3.182468e-08,3.8243843e-06
g__Posidonia,7.284063e-06,0.00087110716
g__Postaphanostoma,5.4161475e-09,1.2901669e-06
g__Postbursoplana,8.65335e-08,2.5505473e-05
g__Postechiella,1.0345101e-06,6.55158e-05
g__Postmecynostomum,9.871209e-09,3.0032434e-06
g__Potamodrilus,1.1501704e-09,4.2063482e-07
g__Potamogeton,2.8669955e-08,5.555966e-06
g__Potamolinea,5.6081017e-06,0.0019552684
g__Poterioochromonas,1.3670714e-05,0.0006481567
g__Poteriospumella,1.9670531e-05,0.0014025926
g__Povalibacter,2.3395273e-06,0.00010745278
g__Powellomyces,5.8074745e-09,2.4883893e-06
g__Praeacanthonchus,2.4531155e-06,0.00036113273
g__Praeconvoluta,1.2727921e-08,3.5328085e-06
g__Pragia,5.127524e-07,5.9871654e-05
g__Prasinococcus,9.548029e-07,0.00017339169
g__Prasinoderma,2.7512999e-05,0.0008757936
g__Prasinopapilla,2.9450857e-07,2.3506273e-05
g__Prasiola,8.574863e-09,2.3294801e-06
g__Prasiolopsis,8.4379476e-10,4.329761e-07
g__Pratylenchus,1.535083e-07,4.13932e-05
g__Prauserella,5.3835565e-06,0.00045576002
g__Praxillella,1.322498e-09,6.786129e-07
g__Predaea,4.6997293e-08,1.447185e-05
g__Preissia,6.430613e-10,3.299738e-07
g__Preperidinium,2.521402e-09,9.474582e-07
g__Prestauroneis,3.3638926e-08,6.1415985e-06
g__Preussia,5.6304104e-09,2.0926507e-06
g__Prevotella,0.010155873,0.04298215
g__Prevotellamassilia,3.1408807e-05,0.0012828276
g__Priapulus,4.9408575e-09,1.4299806e-06
g__Pricia,1.8520333e-05,0.0006852646
g__Primorskyibacter,1.3033866e-07,1.6733484e-05
g__Printzina,1.6009391e-08,8.214893e-06
g__Prionchulus,6.3106064e-08,1.7026574e-05
g__Prionocidaris,1.8551798e-08,6.255981e-06
g__Prionocyphon,1.2812726e-08,4.70857e-06
g__Prionospio,2.18427e-05,0.0016373289
g__Prismatolaimus,2.6589616e-05,0.002351996
g__Prismatospora,1.0612486e-09,3.998403e-07
g__Pristionchus,1.9416137e-05,0.0018416966
g__Proales,2.7200645e-07,7.642414e-05
g__Proaphanostoma,2.0956193e-05,0.002822914
g__Proasellus,1.06757e-07,3.914398e-05
g__Proboscia,0.00019622558,0.007529804
g__Proboscidactyla,9.221879e-09,2.9939652e-06
g__Procabacter,1.0951333e-06,7.7344026e-05
g__Procaris,2.1702402e-08,1.1136144e-05
g__Procephalobus,7.394552e-08,3.748031e-05
g__Proceraea,7.218212e-08,1.7292688e-05
g__Procerodes,6.0912915e-09,3.125622e-06
g__Processa,9.455844e-09,2.360191e-06
g__Prochaetosoma,2.0974154e-08,8.156635e-06
g__Prochlorococcus,0.0012896154,0.02257311
g__Prochloron,7.942503e-09,1.5482609e-06
g__Prochlorothrix,2.2836073e-06,0.000315138
g__Prochromadora,5.850931e-09,2.1243793e-06
g__Procotyla,8.0175646e-08,1.49064135e-05
g__Procryptobia,6.6404127e-06,0.00051795156
g__Proctacanthus,5.4567817e-10,2.8000363e-07
g__Procyliosoma,9.7382575e-08,4.996988e-05
g__Procyttarium,1.3290811e-09,4.97865e-07
g__Prodesmodora,4.7734466e-06,0.0003139722
g__Prodidomus,6.2116165e-08,1.6190666e-05
g__Prodinychus,1.0591139e-07,2.2718597e-05
g__Prodiscocephalus,9.140432e-08,1.4448185e-05
g__Prodiscophrya,8.494423e-09,1.9769977e-06
g__Prodontorhabditis,2.3035295e-07,2.7451077e-05
g__Profilicollis,8.245933e-08,3.6144043e-05
g__Profundibacterium,1.2801277e-06,8.97677e-05
g__Profundimonas,1.3928517e-05,0.0010273624
g__Prognathorhynchus,7.3849606e-07,0.0003147426
g__Progoniada,2.64775e-07,2.7049331e-05
g__Progyrator,1.6523437e-07,5.1967916e-05
g__Prokelisia,5.508224e-10,2.826433e-07
g__Proleptomonas,2.6671794e-05,0.0009775468
g__Proleptonchus,4.0971118e-10,2.1023493e-07
g__Prolinoborus,4.3359684e-08,4.3056484e-06
g__Prolixibacter,3.0308585e-05,0.0008711837
g__Promachocrinus,5.181867e-10,2.6589694e-07
g__Promesostoma,1.6794036e-05,0.0020774594
g__Promicromonospora,6.6082735e-06,0.00034263282
g__Propanagrolaimus,9.249186e-08,1.0279314e-05
g__Propeamussium,7.5958404e-08,3.8976505e-05
g__Propionibacterium,7.739125e-05,0.0027777827
g__Propionicicella,4.525896e-06,0.00015404889
g__Propioniciclava,9.46127e-05,0.0048205717
g__Propionicimonas,2.7073525e-05,0.00091193354
g__Propioniferax,7.180079e-07,5.231283e-05
g__Propionigenium,0.00019107969,0.0034664643
g__Propionimicrobium,1.2773502e-05,0.00050405733
g__Propionispira,1.51212325e-05,0.0006694266
g__Propionispora,2.077175e-07,1.7809358e-05
g__Propionivibrio,0.00014071415,0.0062726582
g__Proplatycoma,1.2237814e-09,4.5079588e-07
g__Propontocypris,5.078359e-08,9.924636e-06
g__Proporus,4.0346574e-08,6.450288e-06
g__Prorhinotermes,2.3117593e-07,6.16168e-05
g__Prorhynchus,2.7002257e-06,0.00039311868
g__Prorocentrum,2.7596192e-05,0.0019485005
g__Prorodon,3.2479027e-05,0.002023479
g__Proschizorhynchus,4.6244445e-08,2.0647132e-05
g__Proscoloplos,4.3098193e-08,1.6430777e-05
g__Prosimulium,4.9966977e-09,1.5947197e-06
g__Prosogonarium,6.590179e-10,3.381616e-07
g__Prosogonotrema,1.629476e-08,6.3778693e-06
g__Prosopanche,4.4698942e-09,2.2936351e-06
g__Prosorhynchoides,6.629317e-09,2.8913225e-06
g__Prosphaerosyllis,6.3156244e-07,0.00016628065
g__Prostheceraeus,4.0324517e-07,6.265739e-05
g__Prosthecobacter,0.0004437838,0.005849637
g__Prosthecochloris,1.0837166e-05,0.0023074904
g__Prosthecomicrobium,5.985327e-06,0.00020635649
g__Prostoma,2.891175e-07,4.1385185e-05
g__Protaphorura,6.3263684e-08,1.810877e-05
g__Protaspis,0.00019500288,0.0038612178
g__Proteiniborus,6.9627927e-06,0.00048584145
g__Proteiniclasticum,3.4868568e-05,0.0008481614
g__Proteiniphilum,0.0006513008,0.011648086
g__Proteinivorax,2.2926556e-09,5.896863e-07
g__Proteocatella,5.5659584e-05,0.0012441777
g__Proteomonas,4.7894373e-05,0.005005983
g__Proteroiulus,1.9998982e-08,7.2575676e-06
g__Proteromonas,1.48621595e-08,4.124964e-06
g__Proterythropsis,2.8050698e-07,2.4545907e-05
g__Proteus,8.890035e-05,0.0050407746
g__Protis,1.449169e-08,3.7806276e-06
g__Protoblastenia,7.0661157e-09,1.7536545e-06
g__Protoceratium,9.017628e-06,0.00047594603
g__Protochelifer,4.8910753e-10,2.5097555e-07
g__Protocrea,4.00519e-09,1.0692255e-06
g__Protocruzia,1.1081459e-05,0.00089003233
g__Protocyclidium,5.0248223e-06,0.00037354857
g__Protocystis,1.2404287e-07,2.187853e-05
g__Protodorvillea,3.7019262e-08,7.507661e-06
g__Protodriloides,8.977658e-09,2.305726e-06
g__Protodrilus,9.87246e-06,0.001664746
g__Protogastrostyla,2.9853861e-06,0.0002657645
g__Protoglossus,1.8085336e-08,9.280121e-06
g__Protokeelia,2.1000735e-08,4.8679867e-06
g__Protolaeospira,2.1038724e-07,1.9874356e-05
g__Protolira,5.6923772e-09,2.4684105e-06
g__Protomagalhaensia,2.4152549e-09,8.4748496e-07
g__Protomonostroma,1.1422316e-08,5.861129e-06
g__Protomonotresis,1.7359165e-08,3.9615043e-06
g__Protomyces,2.7912168e-07,6.700019e-05
g__Protomycocladus,1.094106e-08,4.4510434e-06
g__Protoopalina,7.995994e-10,2.9023758e-07
g__Protoperidinium,0.0005625576,0.008182236
g__Protophysarum,4.1575095e-07,7.596682e-05
g__Protopterus,1.0549779e-09,5.413404e-07
g__Protorhabditis,1.2584399e-06,0.00017614152
g__Protorhabdonella,2.1177404e-09,6.5358705e-07
g__Protosiphon,8.986398e-10,3.27949e-07
g__Protosporangium,2.987448e-05,0.0010158401
g__Protosteliopsis,1.4265162e-06,0.00016645945
g__Protostelium,9.497689e-07,0.0002030769
g__Protosuberites,6.949771e-07,9.936588e-05
g__Prototheca,6.452822e-07,0.00011058235
g__Prototrachelocerca,3.1519485e-07,8.571415e-05
g__Prototransversotrema,4.9684984e-10,2.5494836e-07
g__Prototritia,3.1754496e-07,0.0001552885
g__Protozoophaga,2.3737002e-07,0.00012180158
g__Protroctopsocus,4.6526033e-10,2.3873883e-07
g__Protula,2.6013117e-06,0.00044633725
g__Proturentomon,7.265277e-08,1.3366876e-05
g__Provencibacterium,2.1406784e-08,2.854715e-06
g__Providencia,1.0783847e-05,0.00049886375
g__Provortex,7.2415924e-07,0.00023370593
g__Proxenetes,4.946604e-06,0.0012282437
g__Prunus,6.6772987e-09,2.4260466e-06
g__Prymnesium,2.3086523e-06,0.0001720698
g__Psalteriomonas,3.3292697e-08,8.163657e-06
g__Psammamonas,4.755654e-08,4.954007e-06
g__Psammocythere,4.24783e-08,1.5656373e-05
g__Psammodictyon,9.18943e-05,0.0032920167
g__Psammodrilus,1.56196e-08,4.6353334e-06
g__Psammogramma,2.1273166e-08,7.603065e-06
g__Psammomacrostomum,6.8539584e-06,0.0006345796
g__Psammomitra,1.36038e-07,1.3149303e-05
g__Psammoneis,1.4671248e-07,2.9917406e-05
g__Psammopolycystis,2.325706e-07,8.281101e-05
g__Psammorhynchus,5.1699203e-07,0.0001537387
g__Psammosa,2.8896375e-07,2.6222775e-05
g__Psammothidium,1.3717094e-09,4.977066e-07
g__Psathyrella,1.2829144e-06,0.00015018995
g__Psettarium,2.8642512e-08,1.282536e-05
g__Pseudacidovorax,2.593512e-08,2.6004832e-06
g__Pseudactinotalea,5.0937007e-07,3.603196e-05
g__Pseudaeromonas,5.975786e-08,5.0934937e-06
g__Pseudahrensia,0.00013414967,0.0022401924
g__Pseudaminobacter,4.969796e-05,0.003639761
g__Pseudanabaena,6.435024e-05,0.0027859684
g__Pseudanthessius,4.0356358e-07,8.432959e-05
g__Pseudaphanostoma,3.3355716e-06,0.00038079254
g__Pseudaphelenchus,1.173284e-09,6.020468e-07
g__Pseudarcicella,0.00064605265,0.00989564
g__Pseudarthrobacter,3.9402705e-05,0.0023679193
g__Pseudechiniscus,7.417813e-09,3.8062994e-06
g__Pseudellipsoidion,3.0592884e-09,9.3400405e-07
g__Pseudendoclonium,2.0223533e-06,0.00030132517
g__Pseudenhygromyxa,7.563043e-06,0.00013878316
g__Pseudepistylis,2.1208324e-08,4.721695e-06
g__Pseudergasilus,4.363973e-09,1.5834876e-06
g__Pseudhalenchus,1.1623866e-08,3.2798653e-06
g__Pseudo-nitzschia,1.991754e-05,0.0008110516
g__Pseudoalteromonas,0.0017497948,0.02051261
g__Pseudoamphisiella,7.5870307e-06,0.00063219876
g__Pseudobacillus,3.3983798e-09,9.1435413e-07
g__Pseudobacter,1.8176357e-09,6.802345e-07
g__Pseudobacteriovorax,2.997555e-05,0.00077878707
g__Pseudobacteroides,3.8163275e-06,0.00020970688
g__Pseudobaeospora,7.7970036e-10,4.0008734e-07
g__Pseudobangia,1.613542e-08,5.205641e-06
g__Pseudobensingtonia,1.0178735e-07,1.9204375e-05
g__Pseudobodo,4.211866e-05,0.0020502626
g__Pseudobowmanella,2.57758e-07,1.9281742e-05
g__Pseudobutyrivibrio,8.229488e-05,0.0013265524
g__Pseudocalanus,2.215646e-06,0.00034243672
g__Pseudocandona,2.1385189e-08,5.273551e-06
g__Pseudocella,2.8715265e-06,0.0013156045
g__Pseudocercospora,1.4951475e-08,2.343389e-06
g__Pseudoceros,2.5155765e-08,5.66236e-06
g__Pseudocharaciopsis,3.031544e-06,0.0010438481
g__Pseudochattonella,9.164091e-05,0.0019837718
g__Pseudochelatococcus,1.2500071e-06,0.00022322661
g__Pseudochilodonopsis,3.0888532e-05,0.0014150467
g__Pseudochitinopoma,9.660549e-09,4.4301023e-06
g__Pseudochlorella,6.988671e-09,1.5406358e-06
g__Pseudochloris,3.4371528e-08,1.0122782e-05
g__Pseudochrobactrum,2.6670693e-07,3.1815875e-05
g__Pseudochydorus,5.6381277e-09,2.0887217e-06
g__Pseudocitrobacter,2.0160418e-07,2.4285764e-05
g__Pseudocladophora,4.1462012e-10,2.1275386e-07
g__Pseudoclavibacter,2.61312e-05,0.000851123
g__Pseudocohnilembus,3.696228e-05,0.0026726178
g__Pseudocollinia,1.009774e-05,0.001265988
g__Pseudocolus,1.6086156e-08,4.2742013e-06
g__Pseudocorythion,4.1060113e-07,3.5505334e-05
g__Pseudocubus,0.00010574832,0.0029649811
g__Pseudocyclops,3.303197e-06,0.0004905523
g__Pseudocyrtolophosis,4.0955337e-07,0.00011130747
g__Pseudodactylogyrus,3.2616219e-09,1.1092912e-06
g__Pseudodesulfovibrio,1.4067269e-06,0.00015176239
g__Pseudodiaptomus,3.5752944e-06,0.00036139117
g__Pseudodidymium,2.547311e-09,9.246598e-07
g__Pseudodidymosphaeria,1.2905913e-09,4.989911e-07
g__Pseudodifflugia,5.653932e-06,0.0007947736
g__Pseudodiophrys,1.4686528e-06,0.00014943947
g__Pseudodiplogasteroides,1.0896852e-07,2.7611122e-05
g__Pseudoduganella,3.4746125e-07,5.0341972e-05
g__Pseudoepedanus,1.3146141e-09,6.7456745e-07
g__Pseudofabriciola,3.1556756e-06,0.0007995119
g__Pseudoflavitalea,8.015355e-05,0.0010770765
g__Pseudoflavonifractor,1.4724471e-05,0.00024275851
g__Pseudofulvibacter,8.758855e-05,0.0024487907
g__Pseudofulvimonas,2.9324492e-05,0.0011277708
g__Pseudogastrostyla,1.4057625e-07,6.3739484e-05
g__Pseudoglutamicibacter,3.5312323e-06,0.00042005163
g__Pseudogomphonema,2.285131e-08,5.169987e-06
g__Pseudogracilibacillus,1.578399e-05,0.0009309216
g__Pseudograffilla,1.5302394e-08,6.631454e-06
g__Pseudogulbenkiania,2.6228608e-06,0.0002203538
g__Pseudogymnoascus,2.7241734e-08,5.3316962e-06
g__Pseudohaliea,0.00011425666,0.0031603067
g__Pseudohalocynthiibacter,8.5114905e-08,6.7286473e-06
g__Pseudohalonectria,1.9801867e-09,8.1318717e-07
g__Pseudohaplogonaria,9.765123e-09,2.6539835e-06
g__Pseudohaptolina,5.1775146e-07,4.984379e-05
g__Pseudohimantidium,1.2755592e-08,3.3227327e-06
g__Pseudohoeflea,1.2788459e-08,3.9325073e-06
g__Pseudoholophrya,3.8322412e-08,1.9419904e-05
g__Pseudohongiella,0.0036952675,0.023728702
g__Pseudohydnum,4.959879e-09,1.4443882e-06
g__Pseudoisochrysis,3.5985577e-09,1.484352e-06
g__Pseudokeronopsis,3.7510115e-06,0.00048956316
g__Pseudokineococcus,8.1534216e-07,7.545599e-05
g__Pseudolabrus,2.5106528e-09,1.0298146e-06
g__Pseudolabrys,0.0012046808,0.007909109
g__Pseudomaricurvus,1.0116046e-06,0.00013890374
g__Pseudomarivita,1.1828811e-08,1.6555385e-06
g__Pseudombrophila,1.9618798e-07,6.698713e-05
g__Pseudomicrostroma,6.733096e-08,1.4397532e-05
g__Pseudomicrothorax,2.0637941e-08,4.3431196e-06
g__Pseudomiopteryx,6.329867e-08,3.2480424e-05
g__Pseudomma,5.4303406e-09,1.6759778e-06
g__Pseudomonas,0.018410828,0.08292833
g__Pseudomonilicaryon,2.0869267e-08,5.511629e-06
g__Pseudomonocelis,2.2414238e-08,1.0722522e-05
g__Pseudomuriella,6.3540585e-07,8.0729325e-05
g__Pseudomyrmex,2.6757712e-07,4.1833006e-05
g__Pseudoncholaimus,9.217102e-09,2.6671069e-06
g__Pseudonereis,2.2762483e-09,1.1680104e-06
g__Pseudonocardia,0.00088900846,0.0059049698
g__Pseudonosema,1.3577397e-08,3.4783318e-06
g__Pseudooceanicola,4.4843237e-06,0.0003903075
g__Pseudooctadecabacter,1.793407e-08,3.0716194e-06
g__Pseudoparamoeba,2.6084442e-06,0.00021044079
